uid,country,gender,device,group,spent,converted
1023657,BRA,F,I,A,0,No
1023658,GBR,M,A,B,0,No
1023659,USA,M,,A,0,No
1023660,MEX,F,A,B,0,No
1023661,FRA,F,A,A,0,No
1023662,BRA,F,A,B,0,No
1023663,BRA,M,A,A,0,No
1023664,AUS,F,I,A,0,No
1023665,MEX,M,I,A,0,No
1023666,USA,,A,B,0,No
1023667,USA,M,A,A,0,No
1023668,USA,M,A,B,0,No
1023669,BRA,O,I,B,0,No
1023670,USA,M,I,A,0,No
1023671,DEU,F,A,B,0,No
1023672,ESP,M,A,B,0,No
1023673,MEX,,I,B,0,No
1023674,BRA,F,I,B,0,No
1023675,USA,F,A,A,0,No
1023676,USA,M,I,A,0,No
1023677,MEX,F,A,B,20.59,Yes
1023678,GBR,M,A,A,0,No
1023679,USA,M,A,A,0,No
1023680,USA,M,A,A,0,No
1023681,ESP,F,A,B,0,No
1023682,TUR,M,A,A,0,No
1023683,MEX,M,I,B,0,No
1023684,ESP,F,I,A,0,No
1023685,USA,F,I,A,0,No
1023686,USA,F,A,B,0,No
1023687,USA,M,A,B,0,No
1023688,ESP,M,I,B,0,No
1023689,BRA,,I,A,0,No
1023690,TUR,M,I,B,0,No
1023691,USA,F,I,B,0,No
1023692,BRA,M,I,A,0,No
1023693,BRA,F,A,A,0,No
1023694,GBR,M,I,A,0,No
1023695,BRA,F,I,A,0,No
1023696,BRA,M,I,B,0,No
1023697,BRA,M,A,B,0,No
1023698,BRA,F,A,B,0,No
1023699,TUR,M,I,A,0,No
1023700,ESP,F,I,B,114.1691375,Yes
1023701,USA,,A,A,0,No
1023702,FRA,F,A,A,0,No
1023703,MEX,F,I,A,0,No
1023704,BRA,M,A,A,0,No
1023705,MEX,F,A,A,46.80829175,Yes
1023706,GBR,M,I,B,0,No
1023707,USA,F,A,B,0,No
1023708,CAN,,I,A,0,No
1023709,GBR,M,I,B,0,No
1023710,USA,M,A,A,0,No
1023711,DEU,F,A,A,0,No
1023712,USA,M,A,B,0,No
1023713,USA,F,A,B,0,No
1023714,USA,M,I,B,28.14,Yes
1023715,USA,M,A,A,0,No
1023716,DEU,M,A,B,0,No
1023717,MEX,F,I,A,0,No
1023718,TUR,M,A,B,0,No
1023719,MEX,,A,A,0,No
1023720,USA,M,A,A,0,No
1023721,MEX,M,A,B,0,No
1023722,MEX,F,A,B,0,No
1023723,GBR,M,I,A,0,No
1023724,USA,M,A,B,0,No
1023725,TUR,M,A,B,0,No
1023726,FRA,F,I,A,0,No
1023727,BRA,F,I,B,0,No
1023728,USA,M,A,B,0,No
1023729,ESP,F,I,A,0,No
1023730,GBR,,I,B,0,No
1023731,BRA,F,I,A,0,No
1023732,USA,M,I,B,0,No
1023733,DEU,,A,A,0,No
1023734,BRA,F,A,A,0,No
1023735,USA,O,A,A,0,No
1023736,MEX,M,A,B,0,No
1023737,USA,F,I,B,0,No
1023738,MEX,M,I,B,0,No
1023739,DEU,F,A,A,0,No
1023740,BRA,M,I,A,72.57,Yes
1023742,USA,,A,B,0,No
1023743,BRA,M,I,A,0,No
1023744,FRA,F,I,B,0,No
1023745,BRA,F,I,B,872.9,Yes
1023746,GBR,,I,A,0,No
1023747,USA,M,A,A,0,No
1023748,BRA,F,A,B,0,No
1023749,USA,F,A,A,0,No
1023750,GBR,,A,B,0,No
1023751,TUR,F,A,B,0,No
1023752,GBR,M,A,A,0,No
1023753,MEX,F,A,B,0,No
1023754,USA,M,A,A,0,No
1023756,USA,F,A,B,0,No
1023757,BRA,,I,B,0,No
1023758,USA,,A,A,0,No
1023759,USA,F,I,B,0,No
1023760,CAN,M,A,A,0,No
1023761,BRA,F,I,B,0,No
1023762,FRA,F,A,B,0,No
1023763,GBR,F,I,A,17.58,Yes
1023764,DEU,,A,A,0,No
1023765,CAN,M,A,A,0,No
1023766,BRA,M,A,B,0,No
1023767,TUR,F,I,B,0,No
1023768,USA,,A,A,0,No
1023769,USA,M,A,A,0,No
1023770,USA,M,I,A,17.22,Yes
1023771,USA,M,I,A,0,No
1023772,BRA,F,I,B,0,No
1023773,MEX,F,I,A,0,No
1023774,USA,M,A,A,0,No
1023775,USA,F,A,B,0,No
1023776,GBR,M,A,B,0,No
1023777,USA,M,I,B,0,No
1023778,CAN,F,I,A,0,No
1023779,ESP,M,A,A,0,No
1023780,USA,M,I,A,0,No
1023781,DEU,F,A,A,0,No
1023782,BRA,F,A,B,0,No
1023783,BRA,F,A,A,0,No
1023784,ESP,M,A,B,0,No
1023785,USA,M,A,A,0,No
1023786,BRA,M,I,B,0,No
1023787,MEX,F,I,B,0,No
1023788,ESP,M,I,A,0,No
1023789,DEU,O,A,A,0,No
1023790,USA,F,A,B,0,No
1023791,CAN,M,I,B,0,No
1023792,BRA,F,I,B,0,No
1023793,MEX,F,A,B,0,No
1023794,ESP,F,A,B,0,No
1023795,MEX,F,I,B,0,No
1023796,AUS,M,A,B,0,No
1023797,BRA,M,A,A,0,No
1023798,FRA,F,I,B,0,No
1023799,BRA,F,A,A,0,No
1023800,USA,M,A,A,0,No
1023801,USA,M,A,A,0,No
1023802,TUR,M,A,A,0,No
1023803,USA,M,A,B,0,No
1023804,USA,,A,B,0,No
1023805,USA,M,I,B,0,No
1023806,DEU,,A,B,0,No
1023807,USA,,A,A,0,No
1023808,CAN,F,A,A,0,No
1023809,BRA,F,I,A,0,No
1023810,USA,M,I,B,0,No
1023811,CAN,O,A,B,0,No
1023812,USA,F,A,B,0,No
1023814,USA,M,I,B,0,No
1023815,USA,F,I,B,0,No
1023816,USA,F,I,B,9.19,Yes
1023817,,M,I,A,0,No
1023818,BRA,O,I,B,0,No
1023819,AUS,F,A,A,0,No
1023820,TUR,,A,A,0,No
1023821,USA,O,I,A,0,No
1023822,DEU,M,I,B,0,No
1023823,USA,M,I,A,0,No
1023824,ESP,,A,B,0,No
1023825,USA,F,A,A,0,No
1023826,TUR,M,I,B,0,No
1023827,MEX,,A,A,0,No
1023828,USA,M,I,A,0,No
1023829,BRA,M,I,A,0,No
1023830,AUS,M,I,A,0,No
1023831,CAN,,A,A,0,No
1023832,MEX,M,I,A,0,No
1023833,USA,F,A,A,0,No
1023834,MEX,M,I,A,0,No
1023835,DEU,M,I,B,0,No
1023836,USA,,A,A,0,No
1023837,MEX,M,I,A,0,No
1023838,BRA,O,A,A,0,No
1023839,USA,,A,A,0,No
1023840,BRA,M,A,A,0,No
1023841,ESP,F,A,A,0,No
1023842,GBR,M,A,B,0,No
1023843,TUR,M,A,A,0,No
1023844,USA,F,A,B,0,No
1023845,BRA,O,I,A,0,No
1023846,TUR,M,A,A,0,No
1023847,MEX,M,A,B,0,No
1023848,MEX,M,A,A,0,No
1023849,USA,M,I,A,0,No
1023850,BRA,M,A,A,0,No
1023851,BRA,M,I,B,0,No
1023852,BRA,,I,B,0,No
1023853,BRA,F,I,A,0,No
1023854,MEX,M,A,B,0,No
1023855,TUR,,A,A,0,No
1023856,TUR,M,I,A,0,No
1023857,BRA,M,A,B,0,No
1023858,ESP,M,I,B,0,No
1023859,DEU,F,I,B,0,No
1023860,TUR,F,I,B,0,No
1023861,FRA,F,I,A,0,No
1023862,BRA,M,A,A,0,No
1023863,TUR,F,A,A,0,No
1023864,,O,I,B,167.86,Yes
1023865,TUR,F,A,B,0,No
1023866,MEX,F,A,B,0,No
1023867,MEX,M,A,A,0,No
1023868,TUR,F,A,B,0,No
1023869,ESP,M,I,A,0,No
1023870,DEU,O,A,A,0,No
1023871,BRA,,A,A,0,No
1023872,USA,F,A,A,0,No
1023873,BRA,F,I,A,0,No
1023874,USA,M,A,A,0,No
1023875,MEX,M,I,B,0,No
1023876,USA,M,A,B,0,No
1023877,DEU,F,I,A,0,No
1023878,USA,M,A,A,0,No
1023879,TUR,M,A,B,0,No
1023880,USA,M,A,A,0,No
1023881,MEX,,I,B,0,No
1023882,BRA,F,I,A,0,No
1023883,MEX,,I,B,0,No
1023884,BRA,F,A,B,0,No
1023885,BRA,F,I,B,0,No
1023886,AUS,F,I,A,0,No
1023887,USA,M,A,B,0,No
1023888,USA,M,A,A,0,No
1023889,BRA,F,A,B,0,No
1023890,USA,F,I,B,0,No
1023891,USA,O,I,A,0,No
1023892,AUS,M,A,B,0,No
1023893,TUR,,I,B,0,No
1023894,AUS,M,A,A,0,No
1023895,BRA,M,I,A,0,No
1023896,USA,F,A,A,0,No
1023897,MEX,F,A,A,0,No
1023898,,F,A,A,0,No
1023899,MEX,F,I,B,0,No
1023900,BRA,M,I,B,0,No
1023901,GBR,,I,A,0,No
1023902,DEU,M,A,A,0,No
1023903,GBR,F,I,B,0,No
1023904,BRA,F,A,A,0,No
1023905,USA,F,A,A,0,No
1023906,USA,M,A,B,0,No
1023907,USA,M,A,B,0,No
1023908,CAN,F,A,A,0,No
1023909,AUS,M,A,B,0,No
1023910,BRA,F,A,B,0,No
1023911,ESP,M,A,B,0,No
1023912,BRA,F,A,B,0,No
1023913,USA,F,A,B,0,No
1023914,BRA,F,I,A,0,No
1023915,BRA,F,A,B,0,No
1023916,USA,F,A,A,0,No
1023917,USA,,A,A,0,No
1023918,MEX,M,A,A,0,No
1023919,USA,F,I,A,0,No
1023920,USA,,A,A,0,No
1023921,DEU,M,I,A,0,No
1023922,USA,,A,A,0,No
1023923,DEU,M,I,A,26.4,Yes
1023925,TUR,F,A,B,0,No
1023926,AUS,,A,A,0,No
1023927,FRA,M,A,B,0,No
1023928,BRA,F,A,A,0,No
1023929,,,A,B,0,No
1023930,FRA,,I,B,109.78,Yes
1023931,FRA,F,A,B,0,No
1023932,USA,M,A,B,0,No
1023933,USA,,A,A,0,No
1023934,MEX,F,I,A,0,No
1023935,DEU,F,A,A,0,No
1023936,USA,F,A,B,0,No
1023937,MEX,F,I,A,21.89,Yes
1023938,,M,I,B,0,No
1023939,USA,F,,A,0,No
1023940,USA,M,A,A,0,No
1023941,BRA,F,I,B,0,No
1023942,USA,F,A,A,0,No
1023943,FRA,,I,A,0,No
1023944,MEX,M,A,B,0,No
1023945,USA,F,I,A,0,No
1023946,DEU,F,I,B,0,No
1023947,BRA,M,A,B,0,No
1023948,MEX,M,A,B,0,No
1023949,BRA,O,A,B,0,No
1023951,BRA,F,A,B,0,No
1023952,USA,,A,A,0,No
1023953,BRA,M,I,A,0,No
1023954,USA,M,A,B,0,No
1023955,USA,M,A,A,56.01,Yes
1023956,USA,M,A,B,0,No
1023957,BRA,F,I,B,7.571178549,Yes
1023958,BRA,F,I,B,0,No
1023959,DEU,O,I,A,0,No
1023960,USA,F,A,A,0,No
1023961,USA,F,I,A,0,No
1023962,MEX,F,A,B,0,No
1023963,USA,F,I,A,59.31,Yes
1023964,BRA,F,I,A,0,No
1023965,BRA,O,A,B,0,No
1023966,,,A,A,0,No
1023967,GBR,,I,B,0,No
1023968,BRA,F,A,B,0,No
1023969,USA,F,A,B,0,No
1023970,TUR,O,I,B,0,No
1023971,TUR,M,I,B,0,No
1023972,USA,F,I,B,0,No
1023973,GBR,F,A,B,0,No
1023974,BRA,F,I,A,0,No
1023975,BRA,M,,B,0,No
1023976,BRA,F,I,A,0,No
1023977,ESP,F,I,B,0,No
1023978,USA,M,A,B,0,No
1023979,DEU,F,I,A,0,No
1023980,BRA,F,I,A,4.774756738,Yes
1023981,BRA,O,A,B,0,No
1023982,DEU,F,A,A,0,No
1023983,BRA,M,A,A,0,No
1023984,USA,M,A,B,0,No
1023985,BRA,F,A,B,0,No
1023986,BRA,M,I,A,0,No
1023987,USA,F,I,B,128.66,Yes
1023988,USA,M,I,B,0,No
1023989,USA,,I,B,0,No
1023990,ESP,M,I,A,0,No
1023991,BRA,F,I,B,0,No
1023992,USA,F,A,A,24.7,Yes
1023993,BRA,M,I,A,0,No
1023994,BRA,F,I,B,0,No
1023995,BRA,M,I,B,0,No
1023996,MEX,F,A,A,0,No
1023997,BRA,M,A,A,0,No
1023998,TUR,F,A,B,0,No
1023999,MEX,,I,B,0,No
1024000,CAN,F,I,A,0,No
1024001,DEU,F,I,B,0,No
1024002,USA,,A,B,0,No
1024003,BRA,F,I,A,0,No
1024004,ESP,F,I,B,0,No
1024005,USA,F,A,A,105.64,Yes
1024007,BRA,M,A,A,0,No
1024008,BRA,F,A,A,0,No
1024009,BRA,F,A,A,0,No
1024010,USA,M,A,A,0,No
1024011,MEX,,I,B,0,No
1024012,USA,M,I,B,0,No
1024013,USA,M,A,B,0,No
1024014,USA,M,I,A,0,No
1024015,CAN,F,A,A,0,No
1024016,DEU,M,A,B,0,No
1024017,TUR,F,I,A,0,No
1024018,MEX,M,I,A,0,No
1024019,USA,F,A,A,0,No
1024020,FRA,M,I,B,0,No
1024021,GBR,F,A,A,0,No
1024022,USA,F,I,B,0,No
1024023,AUS,F,A,B,0,No
1024025,ESP,,A,A,0,No
1024026,TUR,M,I,B,0,No
1024027,BRA,,I,A,0,No
1024028,DEU,F,A,A,0,No
1024029,USA,F,A,A,0,No
1024030,DEU,M,A,A,0,No
1024031,MEX,,A,A,0,No
1024032,GBR,M,A,B,0,No
1024033,BRA,O,A,A,0,No
1024034,USA,M,I,B,0,No
1024035,AUS,M,I,A,0,No
1024036,BRA,F,A,B,0,No
1024037,,F,I,B,0,No
1024038,DEU,,I,A,0,No
1024039,USA,,I,A,0,No
1024040,MEX,M,I,B,0,No
1024041,TUR,M,A,A,0,No
1024042,USA,F,I,A,0,No
1024043,USA,M,A,A,0,No
1024044,BRA,M,I,A,0,No
1024045,USA,F,I,A,0,No
1024046,USA,M,A,A,0,No
1024047,DEU,F,A,B,0,No
1024048,USA,F,A,B,0,No
1024049,FRA,M,I,B,0,No
1024050,USA,M,A,B,0,No
1024051,USA,M,I,B,0,No
1024052,TUR,,A,A,0,No
1024053,USA,F,I,B,0,No
1024054,USA,F,A,A,0,No
1024055,USA,M,I,A,116.08,Yes
1024056,USA,F,A,B,0,No
1024057,USA,,I,B,0,No
1024058,BRA,F,A,B,0,No
1024059,FRA,M,I,A,0,No
1024060,FRA,F,I,B,0,No
1024061,DEU,F,A,A,0,No
1024062,TUR,F,A,B,0,No
1024063,TUR,F,A,A,117.23,Yes
1024064,TUR,,A,B,0,No
1024065,CAN,M,I,A,0,No
1024066,AUS,M,I,B,0,No
1024067,BRA,F,A,A,0,No
1024068,DEU,F,A,A,0,No
1024069,USA,,A,A,0,No
1024070,FRA,F,A,A,0,No
1024071,MEX,O,A,A,0,No
1024072,DEU,O,I,A,0,No
1024073,BRA,,A,A,0,No
1024074,FRA,M,I,A,0,No
1024075,MEX,,A,A,0,No
1024076,TUR,F,A,B,0,No
1024077,TUR,F,A,B,0,No
1024078,BRA,M,I,A,0,No
1024079,DEU,M,A,B,0,No
1024080,DEU,F,A,B,0,No
1024081,DEU,F,A,B,0,No
1024082,USA,M,I,B,0,No
1024083,USA,F,A,A,0,No
1024084,,M,A,A,0,No
1024085,BRA,M,A,A,0,No
1024086,USA,F,A,A,0,No
1024087,MEX,M,A,A,0,No
1024088,USA,M,I,B,0,No
1024089,USA,F,A,A,0,No
1024090,USA,,A,A,0,No
1024091,BRA,F,A,B,0,No
1024093,BRA,M,A,A,0,No
1024094,USA,F,A,B,0,No
1024095,MEX,M,I,A,0,No
1024096,FRA,M,I,A,0,No
1024097,BRA,F,A,B,0,No
1024098,GBR,F,A,B,0,No
1024099,USA,F,A,A,0,No
1024100,USA,M,A,A,0,No
1024101,USA,F,A,A,0,No
1024102,USA,M,A,A,0,No
1024103,DEU,F,I,B,0,No
1024104,DEU,F,I,A,0,No
1024105,FRA,F,A,A,0,No
1024106,TUR,F,I,A,0,No
1024107,DEU,F,A,A,0,No
1024108,AUS,,I,B,0,No
1024109,BRA,M,I,B,85.57,Yes
1024110,TUR,M,I,B,0,No
1024111,USA,F,I,A,0,No
1024112,BRA,F,I,A,0,No
1024113,FRA,M,A,A,0,No
1024115,BRA,F,A,B,0,No
1024116,TUR,F,A,A,0,No
1024117,BRA,M,I,B,0,No
1024118,BRA,M,A,A,0,No
1024119,MEX,F,,A,0,No
1024120,USA,M,I,B,0,No
1024121,ESP,F,A,B,0,No
1024123,FRA,F,A,A,0,No
1024124,USA,,A,B,0,No
1024125,MEX,F,A,B,0,No
1024126,DEU,F,A,B,0,No
1024127,ESP,M,I,A,0,No
1024128,BRA,F,A,A,0,No
1024129,BRA,F,A,B,0,No
1024130,GBR,F,I,B,0,No
1024131,USA,M,A,A,0,No
1024132,ESP,F,I,B,0,No
1024133,DEU,,I,A,0,No
1024134,BRA,,A,B,0,No
1024135,USA,F,A,B,0,No
1024136,USA,O,A,B,0,No
1024137,FRA,F,I,A,0,No
1024139,BRA,F,A,A,121.86,Yes
1024140,USA,,A,A,0,No
1024141,BRA,M,A,A,0,No
1024142,USA,F,I,B,0,No
1024143,CAN,F,A,A,0,No
1024144,GBR,F,I,B,47.58389375,Yes
1024145,USA,F,I,A,0,No
1024146,ESP,M,A,B,0,No
1024147,USA,,A,B,0,No
1024148,MEX,,A,B,0,No
1024149,AUS,F,A,A,0,No
1024150,USA,F,I,A,0,No
1024151,USA,M,I,A,0,No
1024153,USA,M,A,B,0,No
1024154,DEU,,I,A,0,No
1024155,USA,M,A,B,0,No
1024156,USA,F,I,B,0,No
1024157,FRA,F,A,A,0,No
1024158,GBR,O,A,A,0,No
1024159,GBR,M,I,B,0,No
1024160,DEU,,A,A,127.7616283,Yes
1024161,BRA,M,A,A,0,No
1024162,USA,F,I,B,95.39,Yes
1024163,BRA,,A,A,0,No
1024164,BRA,M,A,B,0,No
1024165,ESP,F,A,B,0,No
1024166,FRA,F,A,B,0,No
1024167,BRA,M,A,B,0,No
1024168,FRA,F,I,A,0,No
1024169,USA,F,A,A,0,No
1024170,TUR,M,I,B,0,No
1024171,FRA,F,A,A,0,No
1024172,USA,F,I,A,0,No
1024173,USA,M,A,A,0,No
1024174,DEU,M,I,B,0,No
1024175,AUS,F,A,A,0,No
1024176,MEX,F,I,B,156.46,Yes
1024177,DEU,F,A,B,0,No
1024178,DEU,M,A,A,0,No
1024179,GBR,F,I,A,0,No
1024180,BRA,M,I,B,0,No
1024181,BRA,M,I,A,0,No
1024182,MEX,M,A,B,0,No
1024183,CAN,M,A,B,0,No
1024184,USA,F,A,B,0,No
1024185,BRA,F,I,B,0,No
1024186,GBR,M,A,A,0,No
1024187,USA,F,I,A,0,No
1024188,FRA,M,A,B,0,No
1024189,USA,M,A,A,0,No
1024190,BRA,F,A,B,0,No
1024191,MEX,F,A,B,0,No
1024192,MEX,M,A,A,0,No
1024193,USA,,I,A,0,No
1024194,AUS,F,I,B,0,No
1024195,CAN,F,A,B,0,No
1024196,GBR,F,I,B,39.98,Yes
1024197,USA,M,A,B,28.15,Yes
1024198,TUR,M,A,B,0,No
1024199,AUS,M,A,B,0,No
1024200,FRA,F,I,B,0,No
1024201,BRA,,I,A,0,No
1024202,BRA,,I,B,0,No
1024203,GBR,M,I,A,0,No
1024204,DEU,M,A,B,0,No
1024205,USA,M,I,A,0,No
1024206,MEX,M,I,A,0,No
1024207,MEX,O,A,A,0,No
1024208,BRA,F,I,B,0,No
1024209,USA,M,I,A,0,No
1024210,BRA,M,I,A,0,No
1024211,BRA,F,I,B,0,No
1024212,MEX,M,I,A,0,No
1024213,BRA,F,A,A,0,No
1024214,USA,M,A,A,36.44,Yes
1024215,USA,F,A,A,0,No
1024216,TUR,,A,A,0,No
1024217,GBR,M,A,A,0,No
1024218,BRA,F,I,B,66.29,Yes
1024219,DEU,,A,B,0,No
1024221,MEX,M,I,A,0,No
1024222,GBR,F,I,A,0,No
1024223,USA,M,A,A,0,No
1024224,USA,F,I,A,0,No
1024225,TUR,,A,A,0,No
1024226,GBR,,I,B,0,No
1024227,DEU,M,A,B,0,No
1024228,TUR,F,A,B,0,No
1024229,MEX,,A,B,0,No
1024230,BRA,M,A,B,0,No
1024231,AUS,M,A,A,0,No
1024232,ESP,F,I,B,0,No
1024233,BRA,M,A,B,0,No
1024234,BRA,,I,B,0,No
1024235,USA,M,A,B,0,No
1024236,MEX,M,I,B,0,No
1024237,USA,F,A,B,0,No
1024239,USA,M,A,B,0,No
1024240,USA,F,A,B,0,No
1024241,FRA,F,A,B,0,No
1024242,DEU,F,A,A,0,No
1024243,BRA,M,A,A,0,No
1024244,USA,F,A,A,0,No
1024245,BRA,F,I,B,0,No
1024246,BRA,,I,B,0,No
1024247,USA,,A,A,0,No
1024248,MEX,F,A,B,0,No
1024249,TUR,F,I,B,0,No
1024250,USA,,I,B,0,No
1024251,DEU,M,A,B,0,No
1024252,BRA,F,A,A,0,No
1024253,MEX,M,A,A,0,No
1024254,BRA,,A,A,0,No
1024255,GBR,F,I,B,0,No
1024256,USA,F,A,B,0,No
1024257,BRA,M,I,B,0,No
1024258,CAN,F,A,B,0,No
1024259,TUR,M,I,B,0,No
1024260,MEX,O,I,B,0,No
1024261,MEX,F,I,B,0,No
1024262,FRA,,I,A,0,No
1024263,BRA,,A,B,0,No
1024264,GBR,F,A,B,0,No
1024265,MEX,M,A,B,0,No
1024266,AUS,M,I,B,0,No
1024267,ESP,F,I,A,0,No
1024268,MEX,,I,A,0,No
1024269,BRA,F,A,B,0,No
1024270,MEX,F,A,A,0,No
1024271,USA,F,A,B,0,No
1024272,MEX,M,A,B,0,No
1024273,BRA,F,I,A,0,No
1024274,BRA,F,A,A,0,No
1024275,BRA,M,A,A,0,No
1024276,TUR,M,I,B,0,No
1024277,USA,F,I,A,0,No
1024278,DEU,F,A,A,0,No
1024279,BRA,M,I,A,0,No
1024280,DEU,F,A,B,0,No
1024281,USA,F,A,A,0,No
1024282,USA,M,A,A,0,No
1024283,FRA,F,A,A,0,No
1024284,MEX,,A,A,0,No
1024285,AUS,F,A,A,0,No
1024286,BRA,,I,A,0,No
1024287,USA,M,I,A,75.5,Yes
1024288,AUS,M,A,A,0,No
1024289,USA,F,I,A,0,No
1024290,BRA,F,A,A,0,No
1024291,CAN,F,A,B,80.62,Yes
1024292,BRA,F,A,B,0,No
1024293,FRA,M,I,B,0,No
1024294,TUR,M,A,B,0,No
1024295,USA,F,A,A,0,No
1024296,DEU,F,I,A,0,No
1024297,BRA,F,I,B,0,No
1024298,USA,F,I,B,0,No
1024299,BRA,M,I,B,0,No
1024300,USA,M,A,A,0,No
1024301,BRA,F,A,B,0,No
1024302,TUR,F,A,B,0,No
1024303,BRA,M,I,A,0,No
1024304,BRA,M,I,A,0,No
1024305,USA,M,I,A,0,No
1024306,TUR,O,A,B,0,No
1024307,USA,F,I,A,0,No
1024308,DEU,O,A,A,0,No
1024309,GBR,F,I,B,0,No
1024310,MEX,F,A,B,0,No
1024311,BRA,F,I,A,0,No
1024312,USA,F,A,B,0,No
1024313,FRA,F,A,A,0,No
1024314,MEX,F,A,B,0,No
1024315,CAN,O,A,B,0,No
1024316,GBR,M,A,B,0,No
1024317,MEX,M,A,A,0,No
1024318,USA,F,A,B,0,No
1024319,ESP,M,A,B,0,No
1024320,FRA,F,A,A,0,No
1024321,BRA,M,A,A,0,No
1024322,TUR,,A,A,0,No
1024323,USA,M,I,A,0,No
1024324,BRA,F,A,A,0,No
1024325,DEU,F,A,B,0,No
1024326,TUR,M,A,A,0,No
1024327,FRA,M,A,A,0,No
1024328,CAN,F,A,A,0,No
1024329,BRA,F,I,B,0,No
1024330,BRA,F,I,A,0,No
1024331,MEX,F,I,B,0,No
1024332,MEX,M,I,A,0,No
1024333,MEX,M,I,B,0,No
1024334,USA,M,A,A,0,No
1024335,DEU,F,I,B,0,No
1024336,USA,M,A,B,22.06,Yes
1024337,BRA,F,I,A,0,No
1024338,BRA,F,I,B,0,No
1024339,FRA,M,A,B,0,No
1024340,FRA,F,I,A,0,No
1024341,BRA,M,A,B,0,No
1024342,MEX,,A,B,0,No
1024343,USA,M,I,A,0,No
1024344,GBR,M,A,B,0,No
1024345,BRA,F,I,A,0,No
1024346,AUS,F,A,A,0,No
1024347,USA,M,A,B,0,No
1024348,USA,,I,B,0,No
1024349,USA,F,A,A,0,No
1024350,USA,F,A,A,163.42,Yes
1024351,DEU,M,A,B,0,No
1024352,USA,O,A,B,0,No
1024354,DEU,,A,B,0,No
1024355,BRA,,A,A,0,No
1024356,USA,F,I,B,0,No
1024357,MEX,M,I,B,0,No
1024358,MEX,M,A,B,0,No
1024359,BRA,M,I,A,0,No
1024360,USA,F,A,B,0,No
1024361,USA,M,A,A,0,No
1024362,USA,M,I,A,0,No
1024363,MEX,F,A,A,0,No
1024364,AUS,F,A,A,0,No
1024365,USA,M,I,B,0,No
1024366,GBR,M,A,A,0,No
1024367,USA,F,I,A,0,No
1024368,TUR,O,A,B,0,No
1024369,BRA,M,I,A,0,No
1024370,MEX,M,A,A,0,No
1024371,BRA,,A,B,0,No
1024373,USA,M,A,A,0,No
1024374,DEU,,A,A,0,No
1024375,MEX,,I,A,0,No
1024376,USA,F,I,A,0,No
1024377,FRA,F,A,A,0,No
1024378,BRA,M,A,A,0,No
1024379,TUR,M,A,B,0,No
1024380,USA,O,A,B,0,No
1024381,USA,M,I,A,0,No
1024382,DEU,M,I,B,0,No
1024383,USA,M,I,A,0,No
1024384,USA,F,I,A,0,No
1024385,USA,M,A,A,0,No
1024386,MEX,M,I,A,0,No
1024387,GBR,M,I,A,0,No
1024388,BRA,F,I,B,0,No
1024389,USA,F,A,A,0,No
1024390,MEX,M,A,B,0,No
1024391,USA,F,A,A,0,No
1024392,USA,F,A,A,0,No
1024393,USA,M,I,A,0,No
1024394,TUR,F,I,A,0,No
1024395,MEX,F,A,B,0,No
1024396,USA,,A,B,0,No
1024397,ESP,F,I,B,0,No
1024398,USA,M,I,B,0,No
1024399,TUR,M,A,A,0,No
1024400,USA,,A,B,0,No
1024401,FRA,M,A,B,0,No
1024402,BRA,M,A,A,0,No
1024403,USA,F,A,A,0,No
1024404,USA,F,A,A,0,No
1024405,MEX,M,I,B,0,No
1024406,GBR,M,I,A,0,No
1024407,MEX,F,A,A,0,No
1024408,TUR,M,A,A,0,No
1024409,USA,M,A,B,0,No
1024410,TUR,M,A,A,0,No
1024411,BRA,M,A,B,0,No
1024412,AUS,F,I,A,0,No
1024413,USA,F,I,B,0,No
1024414,USA,M,I,A,0,No
1024415,USA,F,A,A,0,No
1024416,DEU,F,A,B,0,No
1024417,USA,F,A,A,0,No
1024418,BRA,,A,A,0,No
1024419,TUR,M,A,B,0,No
1024420,BRA,F,A,A,0,No
1024421,USA,M,A,B,0,No
1024422,BRA,F,A,A,0,No
1024423,FRA,M,I,B,0,No
1024424,TUR,M,A,A,0,No
1024425,MEX,,A,B,0,No
1024426,BRA,F,A,A,0,No
1024427,MEX,M,A,A,0,No
1024428,DEU,M,A,A,0,No
1024429,MEX,F,I,A,0,No
1024430,MEX,,A,B,0,No
1024432,BRA,M,I,B,0,No
1024433,ESP,,A,A,0,No
1024434,FRA,,A,B,0,No
1024435,ESP,,I,A,0,No
1024436,FRA,F,A,B,0,No
1024437,GBR,F,A,B,0,No
1024438,USA,F,I,A,0,No
1024439,TUR,,A,B,0,No
1024440,USA,F,I,A,63.8,Yes
1024442,GBR,M,A,A,0,No
1024443,USA,M,A,A,0,No
1024444,BRA,O,A,A,0,No
1024445,FRA,F,A,B,0,No
1024446,GBR,F,I,B,0,No
1024447,DEU,M,I,B,0,No
1024448,GBR,M,A,B,0,No
1024449,MEX,M,I,B,0,No
1024450,USA,F,A,B,0,No
1024451,BRA,F,,B,0,No
1024452,USA,M,A,A,0,No
1024453,BRA,M,I,B,0,No
1024454,GBR,,A,B,0,No
1024455,USA,F,A,B,0,No
1024456,MEX,M,A,B,0,No
1024457,MEX,F,A,B,0,No
1024458,BRA,F,A,B,0,No
1024459,USA,F,I,B,0,No
1024460,CAN,,A,B,0,No
1024461,ESP,F,I,B,0,No
1024462,DEU,M,A,A,0,No
